type,survey_year,transect_number,taxa_code,scientific_name,pct_cover,zone
Egregia,2015,6,SAND,Sand,3,Zone II
Egregia,2016,5,EGRMEN,Egregia menziesii,2,Zone II
Egregia,2016,5,OTHBRO,Other brown algae,2,Zone II
Egregia,2016,5,PHYALL,Phyllospadix spp,96,Zone II
Egregia,2016,6,ARTCOR,Articulated corallines,2,Zone II
Egregia,2016,6,OTHBRO,Other brown algae,1,Zone II
Egregia,2016,6,OTHRED,Other red algae,28.000000000000004,Zone II
Egregia,2016,6,PHYALL,Phyllospadix spp,67,Zone II
Egregia,2016,6,ROCK,Bare rock,1,Zone II
Egregia,2016,6,SAND,Sand,1,Zone II
Egregia,2017,5,EGRMEN,Egregia menziesii,2,Zone II
Egregia,2017,5,PHYALL,Phyllospadix spp,98,Zone II
Egregia,2017,6,ARTCOR,Articulated corallines,1,Zone II
Egregia,2017,6,EGRMEN,Egregia menziesii,34,Zone II
Egregia,2017,6,OTHRED,Other red algae,7.000000000000001,Zone II
Egregia,2017,6,PHYALL,Phyllospadix spp,57.99999999999999,Zone II
Egregia,2019,5,OTHRED,Other red algae,1,Zone II
Egregia,2019,5,PHYALL,Phyllospadix spp,99,Zone II
Egregia,2019,6,ARTCOR,Articulated corallines,3,Zone II
Egregia,2019,6,OTHRED,Other red algae,26,Zone II
Egregia,2019,6,PHYALL,Phyllospadix spp,59,Zone II
Egregia,2019,6,ROCK,Bare rock,8,Zone II
Egregia,2019,6,SAND,Sand,2,Zone II
Egregia,2020,5,PHYALL,Phyllospadix spp,100,Zone II
Egregia,2020,6,ARTCOR,Articulated corallines,6,Zone II
Egregia,2020,6,OTHRED,Other red algae,17,Zone II
Egregia,2020,6,PHYALL,Phyllospadix spp,75,Zone II
Egregia,2020,6,ROCK,Bare rock,1,Zone II
Egregia,2020,6,SAND,Sand,1,Zone II
Egregia,2021,5,OTHBRO,Other brown algae,1,Zone II
Egregia,2021,5,PHYALL,Phyllospadix spp,99,Zone II
Egregia,2021,6,ARTCOR,Articulated corallines,1,Zone II
Egregia,2021,6,EGRMEN,Egregia menziesii,11,Zone II
Egregia,2021,6,OTHRED,Other red algae,10,Zone II
Egregia,2021,6,PHYALL,Phyllospadix spp,77,Zone II
Egregia,2021,6,SAND,Sand,1,Zone II
Phyllospadix,1990,3,EGRMEN,Egregia menziesii,1,Zone II
Phyllospadix,1990,3,PHYALL,Phyllospadix spp,77.5,Zone II
Phyllospadix,1990,4,EGRMEN,Egregia menziesii,14.499999999999998,Zone II
Phyllospadix,1990,4,PHYALL,Phyllospadix spp,61.1,Zone II
Phyllospadix,1991,4,EGRMEN,Egregia menziesii,30.4,Zone II
Phyllospadix,1991,4,PHYALL,Phyllospadix spp,46.5,Zone II
Phyllospadix,1991,3,EGRMEN,Egregia menziesii,3.3000000000000003,Zone II
Phyllospadix,1991,3,PHYALL,Phyllospadix spp,94.69999999999999,Zone II
Phyllospadix,1992,3,EGRMEN,Egregia menziesii,7.000000000000001,Zone II
Phyllospadix,1992,3,PHYALL,Phyllospadix spp,92,Zone II
Phyllospadix,1992,4,EGRMEN,Egregia menziesii,19.6,Zone II
Phyllospadix,1992,4,PHYALL,Phyllospadix spp,63,Zone II
Phyllospadix,1992,4,SARMUT,Sargassum muticum,4.3999999999999995,Zone II
Phyllospadix,1993,3,PHYALL,Phyllospadix spp,98.6,Zone II
Phyllospadix,1993,4,EGRMEN,Egregia menziesii,6.5,Zone II
Phyllospadix,1993,4,PHYALL,Phyllospadix spp,70.6,Zone II
Phyllospadix,1995,4,PHYALL,Phyllospadix spp,92.80000000000001,Zone II
Phyllospadix,1996,4,EGRMEN,Egregia menziesii,0.6,Zone II
Phyllospadix,1996,4,PHYALL,Phyllospadix spp,87,Zone II
Phyllospadix,1996,4,SARMUT,Sargassum muticum,1.7000000000000002,Zone II
Phyllospadix,1996,3,PHYALL,Phyllospadix spp,93.7,Zone II
Phyllospadix,1996,3,SARMUT,Sargassum muticum,5.2,Zone II
Phyllospadix,1997,3,PHYALL,Phyllospadix spp,95.39999999999999,Zone II
Phyllospadix,1997,3,SARMUT,Sargassum muticum,3,Zone II
Phyllospadix,1997,4,PHYALL,Phyllospadix spp,83.2,Zone II
Phyllospadix,1998,3,EGRMEN,Egregia menziesii,2.3,Zone II
Phyllospadix,1998,3,HALCYS,Halidrys dioica/cystoseira spp,1.4000000000000001,Zone II
Phyllospadix,1998,3,OTHBRO,Other brown algae,1.4000000000000001,Zone II
Phyllospadix,1998,3,PHYALL,Phyllospadix spp,75.7,Zone II
Phyllospadix,1998,4,EGRMEN,Egregia menziesii,5,Zone II
Phyllospadix,1998,4,PHYALL,Phyllospadix spp,76.8,Zone II
Phyllospadix,1999,4,PHYALL,Phyllospadix spp,93,Zone II
Phyllospadix,1999,3,PHYALL,Phyllospadix spp,88,Zone II
Phyllospadix,2000,3,EGRMEN,Egregia menziesii,12,Zone II
Phyllospadix,2000,3,OTHRED,Other red algae,1,Zone II
Phyllospadix,2000,3,PHYALL,Phyllospadix spp,85,Zone II
Phyllospadix,2000,4,EGRMEN,Egregia menziesii,8,Zone II
Phyllospadix,2000,4,PHYALL,Phyllospadix spp,79,Zone II
Phyllospadix,2001,3,PHYALL,Phyllospadix spp,94,Zone II
Phyllospadix,2001,4,EGRMEN,Egregia menziesii,5,Zone II
Phyllospadix,2001,4,OTHBRO,Other brown algae,1,Zone II
Phyllospadix,2001,4,PHYALL,Phyllospadix spp,75,Zone II
Phyllospadix,2002,3,EGRMEN,Egregia menziesii,1,Zone II
Phyllospadix,2002,3,PHYALL,Phyllospadix spp,91,Zone II
Phyllospadix,2002,4,PHYALL,Phyllospadix spp,94,Zone II
Phyllospadix,2003,3,EGRMEN,Egregia menziesii,3,Zone II
Phyllospadix,2003,3,OTHRED,Other red algae,1,Zone II
Phyllospadix,2003,3,PHYALL,Phyllospadix spp,96,Zone II
Phyllospadix,2003,4,ARTCOR,Articulated corallines,1,Zone II
Phyllospadix,2003,4,EGRMEN,Egregia menziesii,7.000000000000001,Zone II
Phyllospadix,2003,4,HALCYS,Halidrys dioica/cystoseira spp,1,Zone II
Phyllospadix,2003,4,OTHRED,Other red algae,1,Zone II
Phyllospadix,2003,4,PHYALL,Phyllospadix spp,89,Zone II
Phyllospadix,2003,4,UNIDEN,Unidentified,1,Zone II
Phyllospadix,2004,3,ARTCOR,Articulated corallines,1,Zone II
Phyllospadix,2004,3,HALCYS,Halidrys dioica/cystoseira spp,3,Zone II
Phyllospadix,2004,3,OTHRED,Other red algae,1,Zone II
Phyllospadix,2004,3,PHYALL,Phyllospadix spp,94,Zone II
Phyllospadix,2004,3,SARMUT,Sargassum muticum,1,Zone II
Phyllospadix,2004,4,ARTCOR,Articulated corallines,1,Zone II
Phyllospadix,2004,4,EGRMEN,Egregia menziesii,1,Zone II
Phyllospadix,2004,4,OTHRED,Other red algae,6,Zone II
Phyllospadix,2004,4,PHYALL,Phyllospadix spp,92,Zone II
Phyllospadix,2005,3,ARTCOR,Articulated corallines,2,Zone II
Phyllospadix,2005,3,EGRMEN,Egregia menziesii,2,Zone II
Phyllospadix,2005,3,HALCYS,Halidrys dioica/cystoseira spp,5,Zone II
Phyllospadix,2005,3,OTHRED,Other red algae,1,Zone II
Phyllospadix,2005,3,PHYALL,Phyllospadix spp,88,Zone II
Phyllospadix,2005,3,ROCK,Bare rock,1,Zone II
Phyllospadix,2005,3,SARMUT,Sargassum muticum,1,Zone II
Phyllospadix,2005,4,ARTCOR,Articulated corallines,1,Zone II
Phyllospadix,2005,4,EGRMEN,Egregia menziesii,22,Zone II
Phyllospadix,2005,4,OTHRED,Other red algae,5,Zone II
Phyllospadix,2005,4,PHYALL,Phyllospadix spp,72,Zone II
Phyllospadix,2006,3,EGRMEN,Egregia menziesii,2,Zone II
Phyllospadix,2006,3,HALCYS,Halidrys dioica/cystoseira spp,5,Zone II
Phyllospadix,2006,3,PHYALL,Phyllospadix spp,93,Zone II
Phyllospadix,2006,4,ARTCOR,Articulated corallines,2,Zone II
Phyllospadix,2006,4,EGRMEN,Egregia menziesii,1,Zone II
Phyllospadix,2006,4,OTHRED,Other red algae,1,Zone II
Phyllospadix,2006,4,PHYALL,Phyllospadix spp,95,Zone II
Phyllospadix,2006,4,SAND,Sand,1,Zone II
Phyllospadix,2007,3,ARTCOR,Articulated corallines,1,Zone II
Phyllospadix,2007,3,HALCYS,Halidrys dioica/cystoseira spp,4,Zone II
Phyllospadix,2007,3,OTHGRE,Other green algae,3,Zone II
Phyllospadix,2007,3,OTHRED,Other red algae,10,Zone II
Phyllospadix,2007,3,PHYALL,Phyllospadix spp,78,Zone II
Phyllospadix,2007,3,ROCK,Bare rock,1,Zone II
Phyllospadix,2007,3,SAND,Sand,3,Zone II
Phyllospadix,2007,4,ARTCOR,Articulated corallines,7.000000000000001,Zone II
Phyllospadix,2007,4,OTHRED,Other red algae,13,Zone II
Phyllospadix,2007,4,PHYALL,Phyllospadix spp,77,Zone II
Phyllospadix,2007,4,SAND,Sand,3,Zone II
Phyllospadix,2008,3,ARTCOR,Articulated corallines,2,Zone II
Phyllospadix,2008,3,CRUCOR,Crustose corallines,1,Zone II
Phyllospadix,2008,3,NONCRU,Non-coralline crust,2,Zone II
Phyllospadix,2008,3,OTHGRE,Other green algae,1,Zone II
Phyllospadix,2008,3,OTHRED,Other red algae,9,Zone II
Phyllospadix,2008,3,PHYALL,Phyllospadix spp,78,Zone II
Phyllospadix,2008,3,ROCK,Bare rock,3,Zone II
Phyllospadix,2008,3,SAND,Sand,2,Zone II
Phyllospadix,2008,4,ARTCOR,Articulated corallines,6,Zone II
Phyllospadix,2008,4,CRUCOR,Crustose corallines,1,Zone II
Phyllospadix,2008,4,EGRMEN,Egregia menziesii,24,Zone II
Phyllospadix,2008,4,OTHRED,Other red algae,5,Zone II
Phyllospadix,2008,4,PHYALL,Phyllospadix spp,56.00000000000001,Zone II
Phyllospadix,2008,4,ROCK,Bare rock,3,Zone II
Phyllospadix,2008,4,SAND,Sand,5,Zone II
Phyllospadix,2009,3,ARTCOR,Articulated corallines,6,Zone II
Phyllospadix,2009,3,EGRMEN,Egregia menziesii,3,Zone II
Phyllospadix,2009,3,PHYALL,Phyllospadix spp,84,Zone II
Phyllospadix,2009,3,ROCK,Bare rock,2,Zone II
Phyllospadix,2009,4,ARTCOR,Articulated corallines,4,Zone II
Phyllospadix,2009,4,CRUCOR,Crustose corallines,1,Zone II
Phyllospadix,2009,4,EGRMEN,Egregia menziesii,9,Zone II
Phyllospadix,2009,4,OTHRED,Other red algae,2,Zone II
Phyllospadix,2009,4,PHYALL,Phyllospadix spp,83,Zone II
Phyllospadix,2009,4,ROCK,Bare rock,1,Zone II
Phyllospadix,2010,4,EGRMEN,Egregia menziesii,19,Zone II
Phyllospadix,2010,4,OTHBRO,Other brown algae,4,Zone II
Phyllospadix,2010,4,OTHRED,Other red algae,1,Zone II
Phyllospadix,2010,4,PHYALL,Phyllospadix spp,75,Zone II
Phyllospadix,2010,4,SAND,Sand,1,Zone II
Phyllospadix,2010,3,EGRMEN,Egregia menziesii,12,Zone II
Phyllospadix,2010,3,PHYALL,Phyllospadix spp,84,Zone II
Phyllospadix,2010,3,ROCK,Bare rock,1,Zone II
Phyllospadix,2011,3,EGRMEN,Egregia menziesii,8,Zone II
Phyllospadix,2011,3,OTHRED,Other red algae,1,Zone II
Phyllospadix,2011,3,PHRCAL,Phragmatopoma californica,1,Zone II
Phyllospadix,2011,3,PHYALL,Phyllospadix spp,88,Zone II
Phyllospadix,2011,4,ARTCOR,Articulated corallines,1,Zone II
Phyllospadix,2011,4,EGRMEN,Egregia menziesii,27,Zone II
Phyllospadix,2011,4,OTHBRO,Other brown algae,2,Zone II
Phyllospadix,2011,4,OTHGRE,Other green algae,1,Zone II
Phyllospadix,2011,4,OTHRED,Other red algae,8,Zone II
Phyllospadix,2011,4,PHYALL,Phyllospadix spp,55.00000000000001,Zone II
Phyllospadix,2011,4,ROCK,Bare rock,6,Zone II
Phyllospadix,2012,3,EGRMEN,Egregia menziesii,6,Zone II
Phyllospadix,2012,3,PHYALL,Phyllospadix spp,93,Zone II
Phyllospadix,2012,4,ARTCOR,Articulated corallines,2,Zone II
Phyllospadix,2012,4,EGRMEN,Egregia menziesii,18,Zone II
Phyllospadix,2012,4,OTHRED,Other red algae,9,Zone II
Phyllospadix,2012,4,PHYALL,Phyllospadix spp,70,Zone II
Phyllospadix,2012,4,SAND,Sand,1,Zone II
Phyllospadix,2013,4,EGRMEN,Egregia menziesii,9,Zone II
Phyllospadix,2013,4,OTHRED,Other red algae,13,Zone II
Phyllospadix,2013,4,PHYALL,Phyllospadix spp,72,Zone II
Phyllospadix,2013,3,EGRMEN,Egregia menziesii,3,Zone II
Phyllospadix,2013,3,OTHRED,Other red algae,3,Zone II
Phyllospadix,2013,3,PHYALL,Phyllospadix spp,88,Zone II
Phyllospadix,2014,3,OTHBRO,Other brown algae,2,Zone II
Phyllospadix,2014,3,OTHRED,Other red algae,4,Zone II
Phyllospadix,2014,3,PHYALL,Phyllospadix spp,94,Zone II
Phyllospadix,2014,4,EGRMEN,Egregia menziesii,2,Zone II
Phyllospadix,2014,4,OTHBRO,Other brown algae,3,Zone II
Phyllospadix,2014,4,OTHGRE,Other green algae,1,Zone II
Phyllospadix,2014,4,OTHRED,Other red algae,22,Zone II
Phyllospadix,2014,4,PHYALL,Phyllospadix spp,62,Zone II
Phyllospadix,2014,4,ROCK,Bare rock,7.000000000000001,Zone II
Phyllospadix,2014,4,SAND,Sand,1,Zone II
Phyllospadix,2014,4,SARMUT,Sargassum muticum,2,Zone II
Phyllospadix,2015,4,ARTCOR,Articulated corallines,1,Zone II
Phyllospadix,2015,4,OTHBRO,Other brown algae,4,Zone II
Phyllospadix,2015,4,OTHRED,Other red algae,11,Zone II
Phyllospadix,2015,4,PHYALL,Phyllospadix spp,52,Zone II
Phyllospadix,2015,4,ROCK,Bare rock,15,Zone II
Phyllospadix,2015,4,SAND,Sand,17,Zone II
Phyllospadix,2015,3,OTHRED,Other red algae,1,Zone II
Phyllospadix,2015,3,PHYALL,Phyllospadix spp,88,Zone II
Phyllospadix,2015,3,ROCK,Bare rock,2,Zone II
Phyllospadix,2015,3,SAND,Sand,6,Zone II
Phyllospadix,2016,3,OTHBRO,Other brown algae,2,Zone II
Phyllospadix,2016,3,OTHRED,Other red algae,5,Zone II
Phyllospadix,2016,3,PHYALL,Phyllospadix spp,91,Zone II
Phyllospadix,2016,3,SAND,Sand,2,Zone II
Phyllospadix,2016,4,ARTCOR,Articulated corallines,2,Zone II
Phyllospadix,2016,4,CRUCOR,Crustose corallines,1,Zone II
Phyllospadix,2016,4,EGRMEN,Egregia menziesii,18,Zone II
Phyllospadix,2016,4,OTHRED,Other red algae,14.000000000000002,Zone II
Phyllospadix,2016,4,PHYALL,Phyllospadix spp,56.00000000000001,Zone II
Phyllospadix,2016,4,ROCK,Bare rock,4,Zone II
Phyllospadix,2016,4,SAND,Sand,2,Zone II
Phyllospadix,2017,4,ARTCOR,Articulated corallines,3,Zone II
Phyllospadix,2017,4,CRUCOR,Crustose corallines,1,Zone II
Phyllospadix,2017,4,EGRMEN,Egregia menziesii,42,Zone II
Phyllospadix,2017,4,OTHRED,Other red algae,15,Zone II
Phyllospadix,2017,4,PHYALL,Phyllospadix spp,26,Zone II
Phyllospadix,2017,4,ROCK,Bare rock,13,Zone II
Phyllospadix,2017,3,PHYALL,Phyllospadix spp,100,Zone II
Phyllospadix,2019,3,EGRMEN,Egregia menziesii,2,Zone II
Phyllospadix,2019,3,PHYALL,Phyllospadix spp,98,Zone II
Phyllospadix,2019,4,ARTCOR,Articulated corallines,1,Zone II
Phyllospadix,2019,4,CRUCOR,Crustose corallines,2,Zone II
Phyllospadix,2019,4,EGRMEN,Egregia menziesii,3,Zone II
Phyllospadix,2019,4,OTHBRO,Other brown algae,1,Zone II
Phyllospadix,2019,4,OTHRED,Other red algae,16,Zone II
Phyllospadix,2019,4,PHYALL,Phyllospadix spp,66,Zone II
Phyllospadix,2019,4,ROCK,Bare rock,4,Zone II
Phyllospadix,2019,4,SAND,Sand,3,Zone II
Phyllospadix,2019,4,SARMUT,Sargassum muticum,4,Zone II
Phyllospadix,2020,3,OTHBRO,Other brown algae,3,Zone II
Phyllospadix,2020,3,OTHRED,Other red algae,2,Zone II
Phyllospadix,2020,3,PHYALL,Phyllospadix spp,88,Zone II
Phyllospadix,2020,3,ROCK,Bare rock,7.000000000000001,Zone II
Phyllospadix,2020,4,ARTCOR,Articulated corallines,1,Zone II
Phyllospadix,2020,4,OTHRED,Other red algae,3,Zone II
Phyllospadix,2020,4,PHYALL,Phyllospadix spp,95,Zone II
Phyllospadix,2020,4,SAND,Sand,1,Zone II
Phyllospadix,2021,3,PHYALL,Phyllospadix spp,100,Zone II
Phyllospadix,2021,4,ARTCOR,Articulated corallines,4,Zone II
Phyllospadix,2021,4,OTHGRE,Other green algae,1,Zone II
Phyllospadix,2021,4,OTHRED,Other red algae,15,Zone II
Phyllospadix,2021,4,PHYALL,Phyllospadix spp,77,Zone II
Phyllospadix,2021,4,SAND,Sand,3,Zone II
Red algae,1990,1,PHYALL,Phyllospadix spp,2,Zone II
Red algae,1990,2,EGRMEN,Egregia menziesii,5.800000000000001,Zone II
Red algae,1990,2,PHYALL,Phyllospadix spp,7.000000000000001,Zone II
Red algae,1991,1,EGRMEN,Egregia menziesii,1.5,Zone II
Red algae,1991,2,PHYALL,Phyllospadix spp,15.9,Zone II
Red algae,1991,2,SARMUT,Sargassum muticum,1.5,Zone II
Red algae,1992,1,EGRMEN,Egregia menziesii,0.2,Zone II
Red algae,1992,1,PHYALL,Phyllospadix spp,3.8,Zone II
Red algae,1992,2,EGRMEN,Egregia menziesii,7.6,Zone II
Red algae,1992,2,PHYALL,Phyllospadix spp,24.8,Zone II
Red algae,1992,2,SARMUT,Sargassum muticum,0.1,Zone II
Red algae,1993,1,PHYALL,Phyllospadix spp,8.4,Zone II
Red algae,1993,2,EGRMEN,Egregia menziesii,3.4000000000000004,Zone II
Red algae,1993,2,PHYALL,Phyllospadix spp,29.4,Zone II
Red algae,1995,1,PHYALL,Phyllospadix spp,3,Zone II
Red algae,1995,2,EGRMEN,Egregia menziesii,3.4000000000000004,Zone II
Red algae,1995,2,PHYALL,Phyllospadix spp,33.800000000000004,Zone II
Red algae,1996,1,PHYALL,Phyllospadix spp,8.799999999999999,Zone II
Red algae,1996,2,EGRMEN,Egregia menziesii,3.5000000000000004,Zone II
Red algae,1996,2,PHYALL,Phyllospadix spp,33.2,Zone II
Red algae,1997,2,PHYALL,Phyllospadix spp,9.8,Zone II
Red algae,1997,1,PHYALL,Phyllospadix spp,13.200000000000001,Zone II
Red algae,1998,1,PHYALL,Phyllospadix spp,30.9,Zone II
Red algae,1998,2,EGRMEN,Egregia menziesii,7.3,Zone II
Red algae,1998,2,OTHINV,Other invertebrates,0.1,Zone II
Red algae,1998,2,PHYALL,Phyllospadix spp,42.199999999999996,Zone II
Red algae,1999,1,PHYALL,Phyllospadix spp,11.4,Zone II
Red algae,1999,2,PHYALL,Phyllospadix spp,61.5,Zone II
Red algae,2000,1,PHYALL,Phyllospadix spp,5,Zone II
Red algae,2000,2,PHYALL,Phyllospadix spp,50,Zone II
Red algae,2000,2,SARMUT,Sargassum muticum,5,Zone II
Red algae,2001,1,ANEMON,Anemones (generic),2,Zone II
Red algae,2001,1,PHYALL,Phyllospadix spp,1,Zone II
Red algae,2001,2,PHYALL,Phyllospadix spp,46,Zone II
Red algae,2002,1,PHYALL,Phyllospadix spp,1,Zone II
Red algae,2002,2,HALCYS,Halidrys dioica/cystoseira spp,2,Zone II
Red algae,2002,2,PHYALL,Phyllospadix spp,62,Zone II
Red algae,2002,2,SARMUT,Sargassum muticum,2,Zone II
Red algae,2003,1,ANEMON,Anemones (generic),1,Zone II
Red algae,2003,1,ARTCOR,Articulated corallines,54,Zone II
Red algae,2003,1,OTHGRE,Other green algae,2,Zone II
Red algae,2003,1,OTHRED,Other red algae,34,Zone II
Red algae,2003,1,PHYALL,Phyllospadix spp,1,Zone II
Red algae,2003,1,ROCK,Bare rock,2,Zone II
Red algae,2003,1,SARMUT,Sargassum muticum,6,Zone II
Red algae,2003,2,ARTCOR,Articulated corallines,12,Zone II
Red algae,2003,2,EGRMEN,Egregia menziesii,1,Zone II
Red algae,2003,2,OTHGRE,Other green algae,1,Zone II
Red algae,2003,2,OTHRED,Other red algae,20,Zone II
Red algae,2003,2,PHRCAL,Phragmatopoma californica,2,Zone II
Red algae,2003,2,PHYALL,Phyllospadix spp,57.99999999999999,Zone II
Red algae,2003,2,ROCK,Bare rock,2,Zone II
Red algae,2003,2,SARMUT,Sargassum muticum,4,Zone II
Red algae,2004,1,ARTCOR,Articulated corallines,21,Zone II
Red algae,2004,1,OTHGRE,Other green algae,2,Zone II
Red algae,2004,1,OTHINV,Other invertebrates,1,Zone II
Red algae,2004,1,OTHRED,Other red algae,65,Zone II
Red algae,2004,1,PHYALL,Phyllospadix spp,5,Zone II
Red algae,2004,1,SAND,Sand,6,Zone II
Red algae,2004,2,ARTCOR,Articulated corallines,11,Zone II
Red algae,2004,2,CRUCOR,Crustose corallines,1,Zone II
Red algae,2004,2,EGRMEN,Egregia menziesii,4,Zone II
Red algae,2004,2,OTHGRE,Other green algae,3,Zone II
Red algae,2004,2,OTHRED,Other red algae,42,Zone II
Red algae,2004,2,PHYALL,Phyllospadix spp,32,Zone II
Red algae,2004,2,SAND,Sand,7.000000000000001,Zone II
Red algae,2005,2,ARTCOR,Articulated corallines,3,Zone II
Red algae,2005,2,EGRMEN,Egregia menziesii,4,Zone II
Red algae,2005,2,NONCRU,Non-coralline crust,1,Zone II
Red algae,2005,2,OTHGRE,Other green algae,1,Zone II
Red algae,2005,2,OTHRED,Other red algae,17,Zone II
Red algae,2005,2,PHYALL,Phyllospadix spp,69,Zone II
Red algae,2005,2,SAND,Sand,4,Zone II
Red algae,2005,2,SARMUT,Sargassum muticum,1,Zone II
Red algae,2005,1,ANEMON,Anemones (generic),2,Zone II
Red algae,2005,1,ARTCOR,Articulated corallines,62,Zone II
Red algae,2005,1,EGRMEN,Egregia menziesii,1,Zone II
Red algae,2005,1,OTHRED,Other red algae,19,Zone II
Red algae,2005,1,PHYALL,Phyllospadix spp,1,Zone II
Red algae,2005,1,ROCK,Bare rock,6,Zone II
Red algae,2005,1,SAND,Sand,9,Zone II
Red algae,2006,1,ANEMON,Anemones (generic),1,Zone II
Red algae,2006,1,ARTCOR,Articulated corallines,23,Zone II
Red algae,2006,1,OTHGRE,Other green algae,1,Zone II
Red algae,2006,1,OTHRED,Other red algae,52,Zone II
Red algae,2006,1,PHYALL,Phyllospadix spp,14.000000000000002,Zone II
Red algae,2006,1,SAND,Sand,9,Zone II
Red algae,2006,2,ARTCOR,Articulated corallines,4,Zone II
Red algae,2006,2,OTHRED,Other red algae,9,Zone II
Red algae,2006,2,PHYALL,Phyllospadix spp,82,Zone II
Red algae,2006,2,SAND,Sand,5,Zone II
Red algae,2007,1,ARTCOR,Articulated corallines,34,Zone II
Red algae,2007,1,OTHGRE,Other green algae,3,Zone II
Red algae,2007,1,OTHRED,Other red algae,40,Zone II
Red algae,2007,1,PHYALL,Phyllospadix spp,3,Zone II
Red algae,2007,1,ROCK,Bare rock,2,Zone II
Red algae,2007,1,SAND,Sand,18,Zone II
Red algae,2007,2,ARTCOR,Articulated corallines,14.000000000000002,Zone II
Red algae,2007,2,CRUCOR,Crustose corallines,3,Zone II
Red algae,2007,2,NONCRU,Non-coralline crust,1,Zone II
Red algae,2007,2,OTHGRE,Other green algae,4,Zone II
Red algae,2007,2,OTHRED,Other red algae,21,Zone II
Red algae,2007,2,PHYALL,Phyllospadix spp,41,Zone II
Red algae,2007,2,ROCK,Bare rock,2,Zone II
Red algae,2007,2,SAND,Sand,14.000000000000002,Zone II
Red algae,2008,1,ARTCOR,Articulated corallines,65,Zone II
Red algae,2008,1,OTHBRO,Other brown algae,1,Zone II
Red algae,2008,1,OTHGRE,Other green algae,1,Zone II
Red algae,2008,1,OTHRED,Other red algae,24,Zone II
Red algae,2008,1,PHYALL,Phyllospadix spp,3,Zone II
Red algae,2008,1,ROCK,Bare rock,3,Zone II
Red algae,2008,1,SAND,Sand,1,Zone II
Red algae,2008,2,ARTCOR,Articulated corallines,22,Zone II
Red algae,2008,2,EGRMEN,Egregia menziesii,1,Zone II
Red algae,2008,2,OTHGRE,Other green algae,5,Zone II
Red algae,2008,2,OTHRED,Other red algae,30,Zone II
Red algae,2008,2,PHYALL,Phyllospadix spp,33,Zone II
Red algae,2008,2,ROCK,Bare rock,1,Zone II
Red algae,2008,2,SAND,Sand,7.000000000000001,Zone II
Red algae,2009,1,ARTCOR,Articulated corallines,64,Zone II
Red algae,2009,1,NONCRU,Non-coralline crust,1,Zone II
Red algae,2009,1,OTHGRE,Other green algae,2,Zone II
Red algae,2009,1,OTHRED,Other red algae,13,Zone II
Red algae,2009,1,PHYALL,Phyllospadix spp,4,Zone II
Red algae,2009,1,ROCK,Bare rock,1,Zone II
Red algae,2009,1,SAND,Sand,15,Zone II
Red algae,2009,2,ARTCOR,Articulated corallines,27,Zone II
Red algae,2009,2,OTHRED,Other red algae,19,Zone II
Red algae,2009,2,PHYALL,Phyllospadix spp,40,Zone II
Red algae,2009,2,SAND,Sand,14.000000000000002,Zone II
Red algae,2010,1,ARTCOR,Articulated corallines,57.99999999999999,Zone II
Red algae,2010,1,EGRMEN,Egregia menziesii,1,Zone II
Red algae,2010,1,OTHGRE,Other green algae,1,Zone II
Red algae,2010,1,OTHRED,Other red algae,10,Zone II
Red algae,2010,1,PHYALL,Phyllospadix spp,11,Zone II
Red algae,2010,1,SAND,Sand,16,Zone II
Red algae,2010,2,ARTCOR,Articulated corallines,12,Zone II
Red algae,2010,2,EGRMEN,Egregia menziesii,14.000000000000002,Zone II
Red algae,2010,2,OTHGRE,Other green algae,1,Zone II
Red algae,2010,2,OTHRED,Other red algae,5,Zone II
Red algae,2010,2,PHYALL,Phyllospadix spp,57.99999999999999,Zone II
Red algae,2010,2,ROCK,Bare rock,1,Zone II
Red algae,2010,2,SAND,Sand,8,Zone II
Red algae,2010,2,SARMUT,Sargassum muticum,1,Zone II
Red algae,2011,1,ARTCOR,Articulated corallines,38,Zone II
Red algae,2011,1,OTHGRE,Other green algae,5,Zone II
Red algae,2011,1,OTHRED,Other red algae,17,Zone II
Red algae,2011,1,PHYALL,Phyllospadix spp,20,Zone II
Red algae,2011,1,ROCK,Bare rock,5,Zone II
Red algae,2011,1,SAND,Sand,12,Zone II
Red algae,2011,2,ARTCOR,Articulated corallines,13,Zone II
Red algae,2011,2,EGRMEN,Egregia menziesii,10,Zone II
Red algae,2011,2,NONCRU,Non-coralline crust,1,Zone II
Red algae,2011,2,OTHBRO,Other brown algae,2,Zone II
Red algae,2011,2,OTHGRE,Other green algae,1,Zone II
Red algae,2011,2,OTHRED,Other red algae,10,Zone II
Red algae,2011,2,PHYALL,Phyllospadix spp,56.99999999999999,Zone II
Red algae,2011,2,ROCK,Bare rock,2,Zone II
Red algae,2011,2,SAND,Sand,4,Zone II
Red algae,2012,2,ARTCOR,Articulated corallines,10,Zone II
Red algae,2012,2,EGRMEN,Egregia menziesii,2,Zone II
Red algae,2012,2,OTHGRE,Other green algae,1,Zone II
Red algae,2012,2,OTHRED,Other red algae,8,Zone II
Red algae,2012,2,PHYALL,Phyllospadix spp,74,Zone II
Red algae,2012,2,ROCK,Bare rock,2,Zone II
Red algae,2012,2,SAND,Sand,3,Zone II
Red algae,2012,1,ARTCOR,Articulated corallines,7.000000000000001,Zone II
Red algae,2012,1,OTHGRE,Other green algae,1,Zone II
