survey_year,season_name,season,plot_no,size_class,n,zone
1990,Fall,FA90,4,63,1,Zone II
1990,Fall,FA90,4,64,1,Zone II
1990,Fall,FA90,4,68,1,Zone II
1990,Fall,FA90,4,69,2,Zone II
1991,Spring,SP91,1,20,1,Zone II
1991,Spring,SP91,1,22,3,Zone II
1991,Spring,SP91,1,24,1,Zone II
1991,Spring,SP91,1,25,2,Zone II
1991,Spring,SP91,1,26,1,Zone II
1991,Spring,SP91,1,27,2,Zone II
1991,Spring,SP91,1,29,3,Zone II
1991,Spring,SP91,1,31,1,Zone II
1991,Spring,SP91,1,38,2,Zone II
1991,Spring,SP91,1,39,1,Zone II
1991,Spring,SP91,1,40,1,Zone II
1991,Spring,SP91,1,44,3,Zone II
1991,Spring,SP91,1,47,1,Zone II
1991,Spring,SP91,1,48,1,Zone II
1991,Spring,SP91,1,50,1,Zone II
1991,Spring,SP91,1,51,2,Zone II
1991,Spring,SP91,1,53,1,Zone II
1991,Spring,SP91,1,54,2,Zone II
1991,Spring,SP91,1,55,1,Zone II
1991,Spring,SP91,1,56,3,Zone II
1991,Spring,SP91,1,61,1,Zone II
1991,Spring,SP91,2,24,1,Zone II
1991,Spring,SP91,2,27,2,Zone II
1991,Spring,SP91,2,29,3,Zone II
1991,Spring,SP91,2,30,1,Zone II
1991,Spring,SP91,2,31,1,Zone II
1991,Spring,SP91,2,32,1,Zone II
1991,Spring,SP91,2,38,1,Zone II
1991,Spring,SP91,2,39,1,Zone II
1991,Spring,SP91,2,40,1,Zone II
1991,Spring,SP91,2,45,1,Zone II
1991,Spring,SP91,2,47,1,Zone II
1991,Spring,SP91,2,48,1,Zone II
1991,Spring,SP91,2,51,1,Zone II
1991,Spring,SP91,2,52,2,Zone II
1991,Spring,SP91,2,53,1,Zone II
1991,Spring,SP91,2,55,1,Zone II
1991,Spring,SP91,2,58,2,Zone II
1991,Spring,SP91,2,59,2,Zone II
1991,Spring,SP91,2,61,2,Zone II
1991,Spring,SP91,2,64,1,Zone II
1991,Spring,SP91,2,66,1,Zone II
1991,Spring,SP91,3,25,1,Zone II
1991,Spring,SP91,3,27,1,Zone II
1991,Spring,SP91,3,28,1,Zone II
1991,Spring,SP91,3,29,1,Zone II
1991,Spring,SP91,3,30,1,Zone II
1991,Spring,SP91,3,31,1,Zone II
1991,Spring,SP91,3,34,1,Zone II
1991,Spring,SP91,3,36,1,Zone II
1991,Spring,SP91,3,46,1,Zone II
1991,Spring,SP91,3,49,2,Zone II
1991,Spring,SP91,3,50,1,Zone II
1991,Spring,SP91,3,52,1,Zone II
1991,Spring,SP91,3,54,1,Zone II
1991,Spring,SP91,3,59,1,Zone II
1991,Spring,SP91,3,61,2,Zone II
1991,Spring,SP91,3,64,1,Zone II
1991,Spring,SP91,3,66,1,Zone II
1991,Spring,SP91,3,67,1,Zone II
1991,Spring,SP91,3,71,2,Zone II
1991,Spring,SP91,3,78,1,Zone II
1991,Spring,SP91,4,29,1,Zone II
1991,Spring,SP91,4,30,1,Zone II
1991,Spring,SP91,4,31,3,Zone II
1991,Spring,SP91,4,37,1,Zone II
1991,Spring,SP91,4,44,1,Zone II
1991,Spring,SP91,4,49,1,Zone II
1991,Spring,SP91,4,52,1,Zone II
1991,Spring,SP91,4,55,1,Zone II
1991,Spring,SP91,4,57,1,Zone II
1991,Spring,SP91,4,61,1,Zone II
1991,Spring,SP91,4,62,1,Zone II
1991,Spring,SP91,4,70,1,Zone II
1991,Fall,FA91,1,30,2,Zone II
1991,Fall,FA91,1,32,1,Zone II
1991,Fall,FA91,1,33,1,Zone II
1991,Fall,FA91,1,34,1,Zone II
1991,Fall,FA91,1,35,1,Zone II
1991,Fall,FA91,1,38,2,Zone II
1991,Fall,FA91,1,41,1,Zone II
1991,Fall,FA91,1,43,2,Zone II
1991,Fall,FA91,1,45,1,Zone II
1991,Fall,FA91,1,46,1,Zone II
1991,Fall,FA91,1,50,2,Zone II
1991,Fall,FA91,1,51,3,Zone II
1991,Fall,FA91,1,52,1,Zone II
1991,Fall,FA91,1,54,3,Zone II
1991,Fall,FA91,1,55,1,Zone II
1991,Fall,FA91,1,58,1,Zone II
1991,Fall,FA91,2,24,1,Zone II
1991,Fall,FA91,2,34,1,Zone II
1991,Fall,FA91,2,37,1,Zone II
1991,Fall,FA91,2,42,2,Zone II
1991,Fall,FA91,2,43,1,Zone II
1991,Fall,FA91,2,45,3,Zone II
1991,Fall,FA91,2,46,1,Zone II
1991,Fall,FA91,2,47,1,Zone II
1991,Fall,FA91,2,48,1,Zone II
1991,Fall,FA91,2,50,1,Zone II
1991,Fall,FA91,2,51,1,Zone II
1991,Fall,FA91,2,52,3,Zone II
1991,Fall,FA91,2,53,1,Zone II
1991,Fall,FA91,2,57,1,Zone II
1991,Fall,FA91,2,58,2,Zone II
1991,Fall,FA91,2,62,1,Zone II
1991,Fall,FA91,2,65,2,Zone II
1991,Fall,FA91,2,66,2,Zone II
1991,Fall,FA91,2,67,2,Zone II
1991,Fall,FA91,2,69,2,Zone II
1991,Fall,FA91,2,70,1,Zone II
1991,Fall,FA91,2,71,1,Zone II
1991,Fall,FA91,3,19,1,Zone II
1991,Fall,FA91,3,22,1,Zone II
1991,Fall,FA91,3,35,1,Zone II
1991,Fall,FA91,3,38,1,Zone II
1991,Fall,FA91,3,39,2,Zone II
1991,Fall,FA91,3,40,1,Zone II
1991,Fall,FA91,3,41,1,Zone II
1991,Fall,FA91,3,42,1,Zone II
1991,Fall,FA91,3,48,1,Zone II
1991,Fall,FA91,3,50,1,Zone II
1991,Fall,FA91,3,52,1,Zone II
1991,Fall,FA91,3,54,1,Zone II
1991,Fall,FA91,3,55,1,Zone II
1991,Fall,FA91,3,58,1,Zone II
1991,Fall,FA91,3,59,1,Zone II
1991,Fall,FA91,3,61,1,Zone II
1991,Fall,FA91,3,65,2,Zone II
1991,Fall,FA91,3,70,1,Zone II
1991,Fall,FA91,3,73,1,Zone II
1991,Fall,FA91,3,77,1,Zone II
1991,Fall,FA91,4,27,2,Zone II
1991,Fall,FA91,4,29,1,Zone II
1991,Fall,FA91,4,38,1,Zone II
1991,Fall,FA91,4,41,1,Zone II
1991,Fall,FA91,4,42,2,Zone II
1991,Fall,FA91,4,43,2,Zone II
1991,Fall,FA91,4,45,1,Zone II
1991,Fall,FA91,4,46,1,Zone II
1991,Fall,FA91,4,47,1,Zone II
1991,Fall,FA91,4,49,1,Zone II
1991,Fall,FA91,4,55,2,Zone II
1991,Fall,FA91,4,61,2,Zone II
1991,Fall,FA91,4,62,1,Zone II
1991,Fall,FA91,4,63,1,Zone II
1991,Fall,FA91,4,66,1,Zone II
1991,Fall,FA91,4,67,1,Zone II
1992,Spring,SP92,1,23,1,Zone II
1992,Spring,SP92,1,28,1,Zone II
1992,Spring,SP92,1,32,1,Zone II
1992,Spring,SP92,1,33,3,Zone II
1992,Spring,SP92,1,35,3,Zone II
1992,Spring,SP92,1,38,2,Zone II
1992,Spring,SP92,1,40,2,Zone II
1992,Spring,SP92,1,42,1,Zone II
1992,Spring,SP92,1,43,2,Zone II
1992,Spring,SP92,1,46,1,Zone II
1992,Spring,SP92,1,47,1,Zone II
1992,Spring,SP92,1,48,1,Zone II
1992,Spring,SP92,1,52,2,Zone II
1992,Spring,SP92,1,53,1,Zone II
1992,Spring,SP92,1,54,1,Zone II
1992,Spring,SP92,1,55,1,Zone II
1992,Spring,SP92,1,56,2,Zone II
1992,Spring,SP92,2,30,1,Zone II
1992,Spring,SP92,2,40,1,Zone II
1992,Spring,SP92,2,45,1,Zone II
1992,Spring,SP92,2,49,1,Zone II
1992,Spring,SP92,2,50,1,Zone II
1992,Spring,SP92,2,51,2,Zone II
1992,Spring,SP92,2,54,1,Zone II
1992,Spring,SP92,2,56,1,Zone II
1992,Spring,SP92,2,57,2,Zone II
1992,Spring,SP92,2,58,1,Zone II
1992,Spring,SP92,2,59,1,Zone II
1992,Spring,SP92,2,60,1,Zone II
1992,Spring,SP92,2,62,1,Zone II
1992,Spring,SP92,2,64,1,Zone II
1992,Spring,SP92,2,65,1,Zone II
1992,Spring,SP92,2,68,1,Zone II
1992,Spring,SP92,3,22,1,Zone II
1992,Spring,SP92,3,25,1,Zone II
1992,Spring,SP92,3,26,1,Zone II
1992,Spring,SP92,3,29,1,Zone II
1992,Spring,SP92,3,32,1,Zone II
1992,Spring,SP92,3,38,2,Zone II
1992,Spring,SP92,3,40,1,Zone II
1992,Spring,SP92,3,44,1,Zone II
1992,Spring,SP92,3,45,1,Zone II
1992,Spring,SP92,3,46,1,Zone II
1992,Spring,SP92,3,47,1,Zone II
1992,Spring,SP92,3,48,1,Zone II
1992,Spring,SP92,3,50,2,Zone II
1992,Spring,SP92,3,52,1,Zone II
1992,Spring,SP92,3,55,1,Zone II
1992,Spring,SP92,3,58,1,Zone II
1992,Spring,SP92,3,62,1,Zone II
1992,Spring,SP92,3,63,2,Zone II
1992,Spring,SP92,3,73,1,Zone II
1992,Spring,SP92,3,74,1,Zone II
1992,Spring,SP92,3,78,1,Zone II
1992,Spring,SP92,4,29,1,Zone II
1992,Spring,SP92,4,33,1,Zone II
1992,Spring,SP92,4,36,1,Zone II
1992,Spring,SP92,4,39,1,Zone II
1992,Spring,SP92,4,44,1,Zone II
1992,Spring,SP92,4,46,2,Zone II
1992,Spring,SP92,4,48,1,Zone II
1992,Spring,SP92,4,50,1,Zone II
1992,Spring,SP92,4,52,1,Zone II
1992,Spring,SP92,4,53,1,Zone II
1992,Spring,SP92,4,58,1,Zone II
1992,Spring,SP92,4,59,2,Zone II
1992,Spring,SP92,4,61,1,Zone II
1992,Spring,SP92,4,62,1,Zone II
1992,Spring,SP92,4,66,1,Zone II
1992,Summer,SU92,1,22,1,Zone II
1992,Summer,SU92,1,31,1,Zone II
1992,Summer,SU92,1,34,1,Zone II
1992,Summer,SU92,1,37,3,Zone II
1992,Summer,SU92,1,39,1,Zone II
1992,Summer,SU92,1,41,2,Zone II
1992,Summer,SU92,1,42,1,Zone II
1992,Summer,SU92,1,43,1,Zone II
1992,Summer,SU92,1,44,1,Zone II
1992,Summer,SU92,1,45,1,Zone II
1992,Summer,SU92,1,47,1,Zone II
1992,Summer,SU92,1,49,1,Zone II
1992,Summer,SU92,1,50,2,Zone II
1992,Summer,SU92,1,53,1,Zone II
1992,Summer,SU92,1,54,1,Zone II
1992,Summer,SU92,1,55,2,Zone II
1992,Summer,SU92,1,56,1,Zone II
1992,Summer,SU92,1,58,2,Zone II
1992,Summer,SU92,1,59,1,Zone II
1992,Summer,SU92,2,18,1,Zone II
1992,Summer,SU92,2,34,1,Zone II
1992,Summer,SU92,2,40,2,Zone II
1992,Summer,SU92,2,42,1,Zone II
1992,Summer,SU92,2,43,1,Zone II
1992,Summer,SU92,2,51,1,Zone II
1992,Summer,SU92,2,54,1,Zone II
1992,Summer,SU92,2,55,1,Zone II
1992,Summer,SU92,2,60,4,Zone II
1992,Summer,SU92,2,71,1,Zone II
1992,Summer,SU92,3,17,1,Zone II
1992,Summer,SU92,3,23,1,Zone II
1992,Summer,SU92,3,26,1,Zone II
1992,Summer,SU92,3,30,1,Zone II
1992,Summer,SU92,3,31,1,Zone II
1992,Summer,SU92,3,39,1,Zone II
1992,Summer,SU92,3,44,1,Zone II
1992,Summer,SU92,3,45,2,Zone II
1992,Summer,SU92,3,46,1,Zone II
1992,Summer,SU92,3,48,2,Zone II
1992,Summer,SU92,3,49,1,Zone II
1992,Summer,SU92,3,50,1,Zone II
1992,Summer,SU92,3,51,1,Zone II
1992,Summer,SU92,3,55,2,Zone II
1992,Summer,SU92,3,61,1,Zone II
1992,Summer,SU92,3,62,2,Zone II
1992,Summer,SU92,3,71,2,Zone II
1992,Summer,SU92,3,72,1,Zone II
1992,Summer,SU92,4,18,1,Zone II
1992,Summer,SU92,4,36,1,Zone II
1992,Summer,SU92,4,41,1,Zone II
1992,Summer,SU92,4,43,1,Zone II
1992,Summer,SU92,4,48,2,Zone II
1992,Summer,SU92,4,51,1,Zone II
1992,Summer,SU92,4,52,4,Zone II
1992,Summer,SU92,4,56,1,Zone II
1992,Summer,SU92,4,59,2,Zone II
1992,Summer,SU92,4,61,2,Zone II
1992,Summer,SU92,4,66,1,Zone II
1992,Summer,SU92,4,68,1,Zone II
1992,Fall,FA92,1,16,1,Zone II
1992,Fall,FA92,1,18,1,Zone II
1992,Fall,FA92,1,21,1,Zone II
1992,Fall,FA92,1,23,1,Zone II
1992,Fall,FA92,1,25,2,Zone II
1992,Fall,FA92,1,26,2,Zone II
1992,Fall,FA92,1,28,1,Zone II
1992,Fall,FA92,1,30,2,Zone II
1992,Fall,FA92,1,31,1,Zone II
1992,Fall,FA92,1,33,1,Zone II
1992,Fall,FA92,1,36,1,Zone II
1992,Fall,FA92,1,37,1,Zone II
1992,Fall,FA92,1,38,2,Zone II
1992,Fall,FA92,1,40,2,Zone II
1992,Fall,FA92,1,41,4,Zone II
1992,Fall,FA92,1,42,1,Zone II
1992,Fall,FA92,1,44,2,Zone II
1992,Fall,FA92,1,46,1,Zone II
1992,Fall,FA92,1,47,1,Zone II
1992,Fall,FA92,1,48,1,Zone II
1992,Fall,FA92,1,49,1,Zone II
1992,Fall,FA92,1,51,2,Zone II
1992,Fall,FA92,1,53,1,Zone II
1992,Fall,FA92,1,54,1,Zone II
1992,Fall,FA92,1,55,2,Zone II
1992,Fall,FA92,1,57,2,Zone II
1992,Fall,FA92,1,58,1,Zone II
1992,Fall,FA92,1,62,1,Zone II
1992,Fall,FA92,1,66,1,Zone II
1992,Fall,FA92,2,19,1,Zone II
1992,Fall,FA92,2,20,1,Zone II
1992,Fall,FA92,2,21,1,Zone II
1992,Fall,FA92,2,22,1,Zone II
1992,Fall,FA92,2,25,1,Zone II
1992,Fall,FA92,2,27,1,Zone II
1992,Fall,FA92,2,28,1,Zone II
1992,Fall,FA92,2,30,2,Zone II
1992,Fall,FA92,2,32,1,Zone II
1992,Fall,FA92,2,33,2,Zone II
1992,Fall,FA92,2,34,1,Zone II
1992,Fall,FA92,2,35,1,Zone II
1992,Fall,FA92,2,37,1,Zone II
1992,Fall,FA92,2,47,1,Zone II
1992,Fall,FA92,2,48,1,Zone II
1992,Fall,FA92,2,50,1,Zone II
1992,Fall,FA92,2,53,1,Zone II
1992,Fall,FA92,2,55,1,Zone II
1992,Fall,FA92,2,59,1,Zone II
1992,Fall,FA92,2,62,1,Zone II
1992,Fall,FA92,2,66,1,Zone II
1992,Fall,FA92,2,67,1,Zone II
1992,Fall,FA92,2,71,1,Zone II
1992,Fall,FA92,3,17,1,Zone II
1992,Fall,FA92,3,22,2,Zone II
1992,Fall,FA92,3,31,2,Zone II
1992,Fall,FA92,3,35,1,Zone II
1992,Fall,FA92,3,41,2,Zone II
1992,Fall,FA92,3,44,1,Zone II
1992,Fall,FA92,3,50,2,Zone II
1992,Fall,FA92,3,51,1,Zone II
1992,Fall,FA92,3,52,1,Zone II
1992,Fall,FA92,3,53,4,Zone II
1992,Fall,FA92,3,56,1,Zone II
1992,Fall,FA92,3,57,1,Zone II
1992,Fall,FA92,3,62,1,Zone II
1992,Fall,FA92,3,69,1,Zone II
1992,Fall,FA92,3,73,1,Zone II
1992,Fall,FA92,3,75,1,Zone II
1992,Fall,FA92,3,79,1,Zone II
1992,Fall,FA92,4,32,1,Zone II
1992,Fall,FA92,4,39,1,Zone II
1992,Fall,FA92,4,42,1,Zone II
1992,Fall,FA92,4,46,1,Zone II
1992,Fall,FA92,4,48,1,Zone II
1992,Fall,FA92,4,51,1,Zone II
1992,Fall,FA92,4,52,1,Zone II
1992,Fall,FA92,4,55,1,Zone II
1992,Fall,FA92,4,56,1,Zone II
1992,Fall,FA92,4,58,2,Zone II
1992,Fall,FA92,4,59,3,Zone II
1992,Fall,FA92,4,61,2,Zone II
1992,Fall,FA92,4,62,2,Zone II
1992,Fall,FA92,4,65,1,Zone II
1992,Fall,FA92,4,66,1,Zone II
1992,Fall,FA92,4,72,1,Zone II
1992,Fall,FA92,4,73,3,Zone II
1993,Spring,SP93,1,26,1,Zone II
1993,Spring,SP93,1,27,1,Zone II
1993,Spring,SP93,1,29,1,Zone II
1993,Spring,SP93,1,31,3,Zone II
1993,Spring,SP93,1,34,1,Zone II
1993,Spring,SP93,1,35,1,Zone II
1993,Spring,SP93,1,38,1,Zone II
1993,Spring,SP93,1,39,2,Zone II
1993,Spring,SP93,1,40,1,Zone II
1993,Spring,SP93,1,41,2,Zone II
1993,Spring,SP93,1,42,2,Zone II
1993,Spring,SP93,1,44,2,Zone II
1993,Spring,SP93,1,45,1,Zone II
1993,Spring,SP93,1,47,1,Zone II
1993,Spring,SP93,1,48,1,Zone II
1993,Spring,SP93,1,49,1,Zone II
1993,Spring,SP93,1,50,2,Zone II
1993,Spring,SP93,1,51,1,Zone II
1993,Spring,SP93,1,52,1,Zone II
1993,Spring,SP93,1,54,2,Zone II
1993,Spring,SP93,1,57,2,Zone II
1993,Spring,SP93,1,60,1,Zone II
1993,Spring,SP93,1,61,1,Zone II
1993,Spring,SP93,2,23,2,Zone II
1993,Spring,SP93,2,29,1,Zone II
1993,Spring,SP93,2,31,1,Zone II
1993,Spring,SP93,2,33,1,Zone II
1993,Spring,SP93,2,34,2,Zone II
1993,Spring,SP93,2,35,2,Zone II
1993,Spring,SP93,2,36,3,Zone II
1993,Spring,SP93,2,37,1,Zone II
1993,Spring,SP93,2,38,1,Zone II
1993,Spring,SP93,2,40,1,Zone II
1993,Spring,SP93,2,41,1,Zone II
1993,Spring,SP93,2,42,1,Zone II
1993,Spring,SP93,2,43,2,Zone II
1993,Spring,SP93,2,49,2,Zone II
1993,Spring,SP93,2,52,2,Zone II
1993,Spring,SP93,2,53,1,Zone II
1993,Spring,SP93,2,56,2,Zone II
1993,Spring,SP93,2,59,1,Zone II
1993,Spring,SP93,2,65,2,Zone II
1993,Spring,SP93,2,70,1,Zone II
1993,Spring,SP93,3,27,2,Zone II
1993,Spring,SP93,3,36,1,Zone II
1993,Spring,SP93,3,37,1,Zone II
1993,Spring,SP93,3,42,1,Zone II
1993,Spring,SP93,3,46,1,Zone II
1993,Spring,SP93,3,49,1,Zone II
1993,Spring,SP93,3,50,1,Zone II
1993,Spring,SP93,3,51,1,Zone II
1993,Spring,SP93,3,52,1,Zone II
1993,Spring,SP93,3,53,1,Zone II
1993,Spring,SP93,3,54,1,Zone II
1993,Spring,SP93,3,55,2,Zone II
1993,Spring,SP93,3,57,2,Zone II
1993,Spring,SP93,3,62,1,Zone II
1993,Spring,SP93,3,69,1,Zone II
1993,Spring,SP93,3,72,1,Zone II
1993,Spring,SP93,3,76,1,Zone II
1993,Spring,SP93,3,77,1,Zone II
1993,Spring,SP93,4,17,1,Zone II
1993,Spring,SP93,4,43,1,Zone II
1993,Spring,SP93,4,46,1,Zone II
1993,Spring,SP93,4,47,1,Zone II
1993,Spring,SP93,4,52,1,Zone II
1993,Spring,SP93,4,54,1,Zone II
1993,Spring,SP93,4,56,2,Zone II
1993,Spring,SP93,4,58,1,Zone II
1993,Spring,SP93,4,59,1,Zone II
1993,Spring,SP93,4,65,1,Zone II
1993,Spring,SP93,4,72,1,Zone II
1993,Fall,FA93,1,15,2,Zone II
1993,Fall,FA93,1,17,2,Zone II
1993,Fall,FA93,1,20,2,Zone II
1993,Fall,FA93,1,22,2,Zone II
1993,Fall,FA93,1,24,3,Zone II
1993,Fall,FA93,1,30,1,Zone II
1993,Fall,FA93,1,34,2,Zone II
1993,Fall,FA93,1,36,2,Zone II
1993,Fall,FA93,1,37,1,Zone II
1993,Fall,FA93,1,38,1,Zone II
1993,Fall,FA93,1,39,1,Zone II
1993,Fall,FA93,1,40,2,Zone II
1993,Fall,FA93,1,41,2,Zone II
1993,Fall,FA93,1,42,3,Zone II
1993,Fall,FA93,1,44,1,Zone II
1993,Fall,FA93,1,45,1,Zone II
1993,Fall,FA93,1,46,2,Zone II
1993,Fall,FA93,1,49,2,Zone II
1993,Fall,FA93,1,52,2,Zone II
1993,Fall,FA93,1,54,4,Zone II
1993,Fall,FA93,1,55,1,Zone II
1993,Fall,FA93,1,56,2,Zone II
1993,Fall,FA93,1,60,2,Zone II
1993,Fall,FA93,1,61,1,Zone II
1993,Fall,FA93,2,16,1,Zone II
1993,Fall,FA93,2,21,1,Zone II
1993,Fall,FA93,2,23,1,Zone II
1993,Fall,FA93,2,25,1,Zone II
1993,Fall,FA93,2,34,1,Zone II
1993,Fall,FA93,2,35,1,Zone II
1993,Fall,FA93,2,41,1,Zone II
1993,Fall,FA93,2,42,2,Zone II
1993,Fall,FA93,2,43,2,Zone II
1993,Fall,FA93,2,44,1,Zone II
1993,Fall,FA93,2,45,1,Zone II
1993,Fall,FA93,2,46,1,Zone II
1993,Fall,FA93,2,47,2,Zone II
1993,Fall,FA93,2,49,1,Zone II
1993,Fall,FA93,2,50,1,Zone II
1993,Fall,FA93,2,51,2,Zone II
1993,Fall,FA93,2,53,1,Zone II
1993,Fall,FA93,2,54,1,Zone II
1993,Fall,FA93,2,57,1,Zone II
1993,Fall,FA93,2,59,1,Zone II
1993,Fall,FA93,2,61,1,Zone II
1993,Fall,FA93,2,70,1,Zone II
1993,Fall,FA93,2,73,1,Zone II
1993,Fall,FA93,3,16,1,Zone II
1993,Fall,FA93,3,17,1,Zone II
1993,Fall,FA93,3,18,1,Zone II
1993,Fall,FA93,3,19,1,Zone II
1993,Fall,FA93,3,26,1,Zone II
1993,Fall,FA93,3,30,1,Zone II
1993,Fall,FA93,3,32,1,Zone II
1993,Fall,FA93,3,40,1,Zone II
1993,Fall,FA93,3,43,1,Zone II
1993,Fall,FA93,3,45,1,Zone II
1993,Fall,FA93,3,54,2,Zone II
1993,Fall,FA93,3,55,1,Zone II
1993,Fall,FA93,3,56,2,Zone II
1993,Fall,FA93,3,59,1,Zone II
1993,Fall,FA93,3,60,1,Zone II
1993,Fall,FA93,3,61,1,Zone II
1993,Fall,FA93,3,64,1,Zone II
1993,Fall,FA93,3,66,1,Zone II
1993,Fall,FA93,3,72,1,Zone II
1993,Fall,FA93,3,74,1,Zone II
1993,Fall,FA93,3,79,2,Zone II
1993,Fall,FA93,4,21,1,Zone II
1993,Fall,FA93,4,49,1,Zone II
1993,Fall,FA93,4,52,1,Zone II
1993,Fall,FA93,4,54,1,Zone II
1993,Fall,FA93,4,56,1,Zone II
1993,Fall,FA93,4,57,1,Zone II
1993,Fall,FA93,4,61,1,Zone II
1993,Fall,FA93,4,62,1,Zone II
1993,Fall,FA93,4,63,1,Zone II
1993,Fall,FA93,4,70,1,Zone II
1993,Fall,FA93,4,71,2,Zone II
1993,Fall,FA93,4,75,1,Zone II
1994,Spring,SP94,1,21,2,Zone II
1994,Spring,SP94,1,24,1,Zone II
1994,Spring,SP94,1,30,2,Zone II
1994,Spring,SP94,1,32,1,Zone II
1994,Spring,SP94,1,33,1,Zone II
1994,Spring,SP94,1,34,1,Zone II
1994,Spring,SP94,1,37,1,Zone II
1994,Spring,SP94,1,38,1,Zone II
1994,Spring,SP94,1,39,2,Zone II
1994,Spring,SP94,1,40,3,Zone II
1994,Spring,SP94,1,41,2,Zone II
1994,Spring,SP94,1,43,1,Zone II
1994,Spring,SP94,1,44,1,Zone II
1994,Spring,SP94,1,45,4,Zone II
1994,Spring,SP94,1,46,2,Zone II
1994,Spring,SP94,1,48,1,Zone II
1994,Spring,SP94,1,49,1,Zone II
1994,Spring,SP94,1,50,2,Zone II
1994,Spring,SP94,1,51,1,Zone II
1994,Spring,SP94,1,55,3,Zone II
1994,Spring,SP94,1,57,1,Zone II
1994,Spring,SP94,1,59,1,Zone II
1994,Spring,SP94,1,60,1,Zone II
1994,Spring,SP94,2,21,2,Zone II
1994,Spring,SP94,2,24,1,Zone II
1994,Spring,SP94,2,25,1,Zone II
1994,Spring,SP94,2,30,1,Zone II
1994,Spring,SP94,2,34,1,Zone II
1994,Spring,SP94,2,38,1,Zone II
1994,Spring,SP94,2,43,1,Zone II
1994,Spring,SP94,2,44,1,Zone II
1994,Spring,SP94,2,46,2,Zone II
1994,Spring,SP94,2,47,1,Zone II
1994,Spring,SP94,2,48,1,Zone II
1994,Spring,SP94,2,50,1,Zone II
1994,Spring,SP94,2,51,1,Zone II
1994,Spring,SP94,2,52,1,Zone II
1994,Spring,SP94,2,53,1,Zone II
1994,Spring,SP94,2,54,2,Zone II
1994,Spring,SP94,2,59,1,Zone II
1994,Spring,SP94,2,62,1,Zone II
1994,Spring,SP94,2,66,1,Zone II
1994,Spring,SP94,3,19,1,Zone II
1994,Spring,SP94,3,24,1,Zone II
1994,Spring,SP94,3,27,1,Zone II
1994,Spring,SP94,3,28,1,Zone II
1994,Spring,SP94,3,29,1,Zone II
1994,Spring,SP94,3,30,1,Zone II
1994,Spring,SP94,3,34,1,Zone II
1994,Spring,SP94,3,38,1,Zone II
1994,Spring,SP94,3,45,1,Zone II
1994,Spring,SP94,3,46,1,Zone II
1994,Spring,SP94,3,52,2,Zone II
1994,Spring,SP94,3,53,2,Zone II
1994,Spring,SP94,3,54,1,Zone II
1994,Spring,SP94,3,56,2,Zone II
1994,Spring,SP94,3,57,1,Zone II
1994,Spring,SP94,3,59,1,Zone II
1994,Spring,SP94,3,63,1,Zone II
1994,Spring,SP94,3,69,1,Zone II
1994,Spring,SP94,3,71,2,Zone II
1994,Spring,SP94,3,72,1,Zone II
1994,Spring,SP94,3,77,1,Zone II
1994,Spring,SP94,3,78,1,Zone II
1994,Spring,SP94,4,30,1,Zone II
1994,Spring,SP94,4,42,1,Zone II
1994,Spring,SP94,4,57,1,Zone II
1994,Spring,SP94,4,58,1,Zone II
1994,Spring,SP94,4,61,1,Zone II
1994,Spring,SP94,4,62,2,Zone II
1994,Spring,SP94,4,64,1,Zone II
1994,Spring,SP94,4,69,1,Zone II
1994,Spring,SP94,4,72,1,Zone II
1994,Fall,FA94,1,29,2,Zone II
1994,Fall,FA94,1,31,1,Zone II
1994,Fall,FA94,1,33,2,Zone II
1994,Fall,FA94,1,34,2,Zone II
1994,Fall,FA94,1,35,2,Zone II
1994,Fall,FA94,1,36,1,Zone II
1994,Fall,FA94,1,37,1,Zone II
1994,Fall,FA94,1,38,1,Zone II
1994,Fall,FA94,1,39,1,Zone II
1994,Fall,FA94,1,41,2,Zone II
1994,Fall,FA94,1,44,2,Zone II
1994,Fall,FA94,1,47,1,Zone II
1994,Fall,FA94,1,48,3,Zone II
1994,Fall,FA94,1,49,2,Zone II
1994,Fall,FA94,1,51,1,Zone II
1994,Fall,FA94,1,52,1,Zone II
1994,Fall,FA94,1,54,1,Zone II
1994,Fall,FA94,1,57,2,Zone II
1994,Fall,FA94,1,62,1,Zone II
1994,Fall,FA94,2,35,1,Zone II
1994,Fall,FA94,2,36,1,Zone II
1994,Fall,FA94,2,37,3,Zone II
1994,Fall,FA94,2,39,1,Zone II
1994,Fall,FA94,2,40,1,Zone II
1994,Fall,FA94,2,41,2,Zone II
1994,Fall,FA94,2,43,1,Zone II
1994,Fall,FA94,2,47,1,Zone II
1994,Fall,FA94,2,49,1,Zone II
1994,Fall,FA94,2,50,1,Zone II
1994,Fall,FA94,2,51,2,Zone II
1994,Fall,FA94,2,52,2,Zone II
1994,Fall,FA94,2,53,1,Zone II
1994,Fall,FA94,2,54,1,Zone II
1994,Fall,FA94,2,55,2,Zone II
1994,Fall,FA94,2,60,1,Zone II
1994,Fall,FA94,2,62,1,Zone II
1994,Fall,FA94,2,63,1,Zone II
1994,Fall,FA94,3,26,1,Zone II
1994,Fall,FA94,3,31,1,Zone II
1994,Fall,FA94,3,34,1,Zone II
1994,Fall,FA94,3,35,1,Zone II
1994,Fall,FA94,3,36,1,Zone II
1994,Fall,FA94,3,37,1,Zone II
1994,Fall,FA94,3,38,1,Zone II
